  computer 4,1; 0.50, -625.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,2; 0.50, -445.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,3; 0.50, -265.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,4; 0.50, -85.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,5; 0.50, 95.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,6; 0.50, 275.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,7; 0.50, 455.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,8; 0.50, 635.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 4,9; 0.50, 815.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
compute rack 5; 2999.50, 900.00, 600.00; 599.00, 1800.00, 1200.00; 0; 0.00, 1.00, 0.00; 0.30, 0.30, 1.00; 10; 0
  computer 5,0; 0.50, -805.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,1; 0.50, -625.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,2; 0.50, -445.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,3; 0.50, -265.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,4; 0.50, -85.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,5; 0.50, 95.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,6; 0.50, 275.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,7; 0.50, 455.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,8; 0.50, 635.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
  computer 5,9; 0.50, 815.00, -0.00; 400.00, 90.00, 1000.00; 0; 0.00, 1.00, 0.00; 1.00, 0.50, 0.00; 10; 0
